32179,Ocklawaha,
32331,Greenville,
32509,Pensacola,
32544,Hurlburt Field,
32548,Fort Walton Beach,
32776,Sorrento,
32808,Orlando,7,
33039,Homestead,
33064,Pompano Beach,
33067,Pompano Beach,
33131,Miami,11,
33177,Miami,11,
33190,Miami,11,
33483,Delray Beach,
33484,Delray Beach,
33543,Wesley Chapel,
33604,Tampa,0,
33624,Tampa,0,
33713,Saint Petersburg,
33760,Clearwater,
34134,Bonita Springs,
34210,Bradenton,
34429,Crystal River,
34638,Land O'Lakes,
34689,Tarpon Springs,
34731,Fruitland Park,
34951,Fort Pierce,
32009,Bryceville,
32177,Palatka,
32193,Welaka,
32361,Wacissa,
32409,Panama City,
32428,Chipley,
32442,Grand Ridge,
32461,Inlet Beach,
32564,Holt,
32567,Laurel Hill,
32570,Milton,
32720,Deland,
32779,Longwood,
32811,Orlando,7,
32940,Melbourne,
32955,Rockledge,
33031,Homestead,
33051,Key Colony Beach,
33149,Key Biscayne,
33187,Miami,11,
33401,West Palm Beach,
33541,Zephyrhills,
33585,Sumterville,
33618,Tampa,0,
33715,Saint Petersburg,
33759,Clearwater,
33773,Largo,
33774,Largo,
33785,Indian Rocks Beach,
33834,Bowling Green,
33896,Davenport,
33905,Fort Myers,
33944,Palmdale,
33948,Port Charlotte,
33991,Cape Coral,
34268,Nocatee,
34275,Nokomis,
34434,Dunnellon,
34688,Tarpon Springs,
34715,Clermont,
34945,Fort Pierce,
32044,Hampton,
32124,Daytona Beach,
32127,Port Orange,
32206,Jacksonville,-6,
32448,Marianna,
32561,Gulf Breeze,
32578,Niceville,
32789,Winter Park,
32905,Palm Bay,
32907,Palm Bay,
33019,Hollywood,
33169,Miami,11,
33301,Fort Lauderdale,
33311,Fort Lauderdale,
33462,Lake Worth,
33472,Boynton Beach,
33542,Zephyrhills,
33609,Tampa,0,
33625,Tampa,0,
33786,Belleair Beach,
33843,Frostproof,
33851,Lake Hamilton,
33853,Lake Wales,
33881,Winter Haven,
33901,Fort Myers,
33921,Boca Grande,
33965,Fort Myers,
34113,Naples,
34202,Bradenton,
34292,Venice,
34661,Nobleton,
34668,Port Richey,
34737,Howey In The Hills,
34744,Kissimmee,
34797,Yalaha,
34986,Port Saint Lucie,
32083,Raiford,
32131,East Palatka,
32174,Ormond Beach,
32202,Jacksonville,-6,
32233,Atlantic Beach,
32266,Neptune Beach,
32317,Tallahassee,-8,
32504,Pensacola,
32609,Gainesville,
32612,Gainesville,
32746,Lake Mary,
32757,Mount Dora,
32825,Orlando,7,
32831,Orlando,7,
32963,Vero Beach,
33070,Tavernier,
33076,Pompano Beach,
33129,Miami,11,
33156,Miami,11,
33405,West Palm Beach,
33408,North Palm Beach,
33432,Boca Raton,
33438,Canal Point,
33549,Lutz,
33602,Tampa,0,
33716,Saint Petersburg,
33801,Lakeland,
34229,Osprey,
34236,Sarasota,3
34251,Myakka City,
34607,Spring Hill,
34684,Palm Harbor,
34695,Safety Harbor,
34711,Clermont,
34788,Leesburg,
34946,Fort Pierce,
32011,Callahan,
32043,Green Cove Springs,
32137,Palm Coast,
32139,Georgetown,
32180,Pierson,
32208,Jacksonville,-6,
32259,Saint Johns,
32343,Midway,
32358,Sopchoppy,
32511,Pensacola,
32563,Gulf Breeze,
32616,Alachua,
32839,Orlando,7,
32935,Melbourne,
32958,Sebastian,
32970,Wabasso,
33014,Hialeah,
33027,Hollywood,
33126,Miami,11,
33135,Miami,11,
33304,Fort Lauderdale,
33330,Fort Lauderdale,
33412,West Palm Beach,
33435,Boynton Beach,
33469,Jupiter,
33559,Lutz,
33576,San Antonio,
33777,Seminole,
33778,Largo,
33825,Avon Park,
33838,Dundee,
33884,Winter Haven,
33916,Fort Myers,
33971,Lehigh Acres,
34232,Sarasota,3
34610,Spring Hill,
34748,Leesburg,
34987,Port Saint Lucie,
32130,De Leon Springs,
32136,Flagler Beach,
32352,Quincy,
32435,Defuniak Springs,
32439,Freeport,
32533,Cantonment,
32625,Cedar Key,
32666,Melrose,
32680,Old Town,
33062,Pompano Beach,
33073,Pompano Beach,
33162,Miami,11,
33167,Miami,11,
33470,Loxahatchee,
33513,Bushnell,
33621,Tampa,0,
33709,Saint Petersburg,
33711,Saint Petersburg,
33770,Largo,
33990,Cape Coral,
34209,Bradenton,
34420,Belleview,
34476,Ocala,
34669,Hudson,
34753,Mascotte,
34756,Montverde,
34956,Indiantown,
32114,Daytona Beach,
32148,Interlachen,
32211,Jacksonville,-6,
32312,Tallahassee,-8,
32437,Ebro,
32542,Eglin Afb,
32568,McDavid,
32648,Horseshoe Beach,
32701,Altamonte Springs,
32712,Apopka,
32744,Lake Helen,
33016,Hialeah,
33023,Hollywood,
33060,Pompano Beach,
33068,Pompano Beach,
33137,Miami,11,
33305,Fort Lauderdale,
33323,Fort Lauderdale,
33325,Fort Lauderdale,
33328,Fort Lauderdale,
33413,West Palm Beach,
33567,Plant City,
33572,Apollo Beach,
33635,Tampa,0,
33810,Lakeland,
33903,North Fort Myers,
33954,Port Charlotte,
33955,Punta Gorda,
34139,Everglades City,
34212,Bradenton,
34240,Sarasota,3
34243,Sarasota,3
34428,Crystal River,
34608,Spring Hill,
34990,Palm City,
32068,Middleburg,
32080,Saint Augustine,
32087,Sanderson,
32110,Bunnell,
32147,Hollister,
32176,Ormond Beach,
32256,Jacksonville,-6,
32420,Alford,
32425,Bonifay,
32446,Marianna,
32607,Gainesville,
32639,Gulf Hammock,
32732,Geneva,
32778,Tavares,
32801,Orlando,7,
32807,Orlando,7,
32817,Orlando,7,
32934,Melbourne,
33010,Hialeah,
33018,Hialeah,
33043,Big Pine Key,
33122,Miami,11,
33127,Miami,11,
33316,Fort Lauderdale,
33351,Fort Lauderdale,
33610,Tampa,0,
33626,Tampa,0,
33705,Saint Petersburg,
33823,Auburndale,
33860,Mulberry,
33966,Fort Myers,
34120,Naples,
34431,Dunnellon,
34758,Kissimmee,
34994,Stuart,
32040,Glen Saint Mary,
32062,McAlpin,
32082,Ponte Vedra Beach,
32091,Starke,
32094,Wellborn,
32219,Jacksonville,-6,
32405,Panama City,
32506,Pensacola,
32725,Deltona,
32730,Casselberry,
32804,Orlando,7,
32809,Orlando,7,
32925,Patrick Afb,
32950,Malabar,
32960,Vero Beach,
33158,Miami,11,
33170,Miami,11,
33173,Miami,11,
33181,Miami,11,
33332,Fort Lauderdale,
33605,Tampa,0,
33756,Clearwater,
33857,Lorida,
33924,Captiva,
34109,Naples,
34269,Arcadia,
34474,Ocala,
34604,Brooksville,
34667,Hudson,
34679,Aripeka,
32052,Jasper,
32084,Saint Augustine,
32169,New Smyrna Beach,
32320,Apalachicola,
32328,Eastpoint,
32401,Panama City,
32526,Pensacola,
32806,Orlando,7,
32810,Orlando,7,
32822,Orlando,7,
32920,Cape Canaveral,
33050,Marathon,
33054,Opa Locka,
33132,Miami,11,
33161,Miami,11,
33165,Miami,11,
33440,Clewiston,
33521,Coleman,
33558,Lutz,
33579,Riverview,
33706,Saint Petersburg,
33781,Pinellas Park,
33841,Fort Meade,
33865,Ona,
33928,Estero,
34104,Naples,
34108,Naples,
34117,Naples,
34201,Bradenton,
34233,Sarasota,3
34287,North Port,
34291,North Port,
34453,Inverness,
34461,Lecanto,
34491,Summerfield,
34601,Brooksville,
34652,New Port Richey,
34981,Fort Pierce,
32025,Lake City,
32071,O'Brien,
32073,Orange Park,
32092,Saint Augustine,
32145,Hastings,
32164,Palm Coast,
32195,Weirsdale,
32207,Jacksonville,-6,
32323,Lanark Village,
32334,Hosford,
32344,Monticello,
32421,Altha,
32514,Pensacola,
32535,Century,
32693,Trenton,
32713,Debary,
32798,Zellwood,
33015,Hialeah,
33025,Hollywood,
33030,Homestead,
33179,Miami,11,
33308,Fort Lauderdale,
33312,Fort Lauderdale,
33321,Fort Lauderdale,
33404,West Palm Beach,
33414,Wellington,
33477,Jupiter,
33514,Center Hill,
33547,Lithia,
33598,Wimauma,
33617,Tampa,0,
33762,Clearwater,
33876,Sebring,
33930,Felda,
33974,Lehigh Acres,
33980,Punta Gorda,
34119,Naples,
34221,Palmetto,
34609,Spring Hill,
32024,Lake City,
32034,Fernandina Beach,
32046,Hilliard,
32055,Lake City,
32079,Penney Farms,
32157,Lake Como,
32205,Jacksonville,-6,
32212,Jacksonville,-6,
32223,Jacksonville,-6,
32234,Jacksonville,-6,
32310,Tallahassee,-8,
32621,Bronson,
32640,Hawthorne,
32643,High Springs,
32658,La Crosse,
32692,Suwannee,
32767,Paisley,
32821,Orlando,7,
32966,Vero Beach,
33055,Opa Locka,
33166,Miami,11,
33182,Miami,11,
33189,Miami,11,
33430,Belle Glade,
33458,Jupiter,
33503,Balm,
33534,Gibsonton,
33545,Wesley Chapel,
33548,Lutz,
33614,Tampa,0,
33859,Lake Wales,
33880,Winter Haven,
33897,Davenport,
33909,Cape Coral,
34216,Anna Maria,
34239,Sarasota,3
34288,North Port,
34677,Oldsmar,
34685,Palm Harbor,
34714,Clermont,
34734,Gotha,
34957,Jensen Beach,
32086,Saint Augustine,
32119,Daytona Beach,
32216,Jacksonville,-6,
32404,Panama City,
32433,Defuniak Springs,
32508,Pensacola,
32550,Miramar Beach,
32622,Brooker,
32703,Apopka,
32764,Osteen,
33065,Coral Springs,
33315,Fort Lauderdale,
33415,West Palm Beach,
33761,Clearwater,
33844,Haines City,
33848,Intercession City,
33898,Lake Wales,
33907,Fort Myers,
33917,North Fort Myers,
33993,Cape Coral,
34135,Bonita Springs,
34238,Sarasota,3
34241,Sarasota,3
34289,North Port,
34433,Dunnellon,
34498,Yankeetown,
34637,Land O'Lakes,
34947,Fort Pierce,
34949,Fort Pierce,
34982,Fort Pierce,
32162,The Villages,
32277,Jacksonville,-6,
32569,Mary Esther,
32664,McIntosh,
32697,Worthington Springs,
32773,Sanford,
32901,Melbourne,
32908,Palm Bay,
32949,Grant,
32951,Melbourne Beach,
32976,Sebastian,
33009,Hallandale,
33029,Hollywood,
33146,Miami,11,
33194,Miami,11,
33436,Boynton Beach,
33460,Lake Worth Beach,
33511,Brandon,
33592,Thonotosassa,
33637,Tampa,0,
33647,Tampa,0,
33702,Saint Petersburg,
33764,Clearwater,
33830,Bartow,
33849,Kathleen,
33872,Sebring,
33875,Sebring,
34110,Naples,
34140,Goodland,
34215,Cortez,
34217,Bradenton Beach,
34242,Sarasota,3
34436,Floral City,
34472,Ocala,
34653,New Port Richey,
34681,Crystal Beach,
34691,Holiday,
34953,Port Saint Lucie,
32097,Yulee,
32118,Daytona Beach,
32129,Port Orange,
32347,Perry,
32410,Mexico Beach,
32460,Sneads,
32462,Vernon,
32565,Jay,
32819,Orlando,7,
33032,Homestead,
33130,Miami,11,
33147,Miami,11,
33168,Miami,11,
33449,Lake Worth,
33455,Hobe Sound,
33498,Boca Raton,
33566,Plant City,
33603,Tampa,0,
33616,Tampa,0,
33708,Saint Petersburg,
33710,Saint Petersburg,
33763,Clearwater,
33772,Seminole,
33803,Lakeland,
33912,Fort Myers,
33919,Fort Myers,
33950,Punta Gorda,
33952,Port Charlotte,
33972,Lehigh Acres,
34101,Naples,
34112,Naples,
34142,Immokalee,
34235,Sarasota,3
34705,Astatula,
34741,Kissimmee,
34743,Kissimmee,
34952,Port Saint Lucie,
32003,Fleming Island,
32060,Live Oak,
32096,White Springs,
32134,Fort McCoy,
32324,Chattahoochee,
32340,Madison,
32432,Cypress,
32438,Fountain,
32456,Port Saint Joe,
32505,Pensacola,
32531,Baker,
32539,Crestview,
32566,Navarre,
32580,Valparaiso,
32606,Gainesville,
32702,Altoona,
32736,Eustis,
32765,Oviedo,
32771,Sanford,
32818,Orlando,7,
33026,Hollywood,
33101,Miami,11,
33136,Miami,11,
33174,Miami,11,
33183,Miami,11,
33480,Palm Beach,
33486,Boca Raton,
33782,Pinellas Park,
33827,Babson Park,
33946,Placida,
34102,Naples,
34105,Naples,
34138,Chokoloskee,
34452,Inverness,
34602,Brooksville,
34760,Oakland,
34761,Ocoee,
32054,Lake Butler,
32168,New Smyrna Beach,
32225,Jacksonville,-6,
32226,Jacksonville,-6,
32330,Greensboro,
32351,Quincy,
32628,Cross City,
32694,Waldo,
32696,Williston,
32780,Titusville,
32803,Orlando,7,
32824,Orlando,7,
32927,Cocoa,
33037,Key Largo,
33134,Miami,11,
33144,Miami,11,
33442,Deerfield Beach,
33473,Boynton Beach,
33597,Webster,
33611,Tampa,0,
33612,Tampa,0,
33701,Saint Petersburg,
33755,Clearwater,
33809,Lakeland,
33852,Lake Placid,
33890,Zolfo Springs,
34203,Bradenton,
34484,Oxford,
34606,Spring Hill,
34613,Brooksville,
34654,New Port Richey,
34773,Saint Cloud,
34787,Winter Garden,
32403,Panama City,
32466,Youngstown,
32501,Pensacola,
32503,Pensacola,
32507,Pensacola,
32541,Destin,
32571,Milton,
32681,Orange Lake,
32686,Reddick,
32766,Oviedo,
32836,Orlando,7,
32937,Satellite Beach,
33035,Homestead,
33185,Miami,11,
33193,Miami,11,
33327,Fort Lauderdale,
33463,Lake Worth,
33556,Odessa,
33594,Valrico,
33596,Valrico,
33914,Cape Coral,
33920,Alva,
33936,Lehigh Acres,
34205,Bradenton,
34208,Bradenton,
34266,Arcadia,
34690,Holiday,
34983,Port Saint Lucie,
32038,Fort White,
32081,Ponte Vedra,
32133,Eastlake Weir,
32220,Jacksonville,-6,
32227,Jacksonville,-6,
32257,Jacksonville,-6,
32305,Tallahassee,-8,
32356,Salem,
32399,Tallahassee,-8,
32424,Blountstown,
32536,Crestview,
32547,Fort Walton Beach,
32708,Winter Springs,
32754,Mims,
32763,Orange City,
32805,Orlando,7,
32826,Orlando,7,
32833,Orlando,7,
32904,Melbourne,
33066,Pompano Beach,
33157,Miami,11,
33175,Miami,11,
33178,Miami,11,
33314,Fort Lauderdale,
33319,Fort Lauderdale,
33322,Fort Lauderdale,
33403,West Palm Beach,
33441,Deerfield Beach,
33493,South Bay,
33613,Tampa,0,
33620,Tampa,0,
33855,Indian Lake Estates,
33908,Fort Myers,
33973,Lehigh Acres,
33976,Lehigh Acres,
34759,Kissimmee,
32181,Pomona Park,
32228,Jacksonville,-6,
32246,Jacksonville,-6,
32254,Jacksonville,-6,
32332,Gretna,
32714,Altamonte Springs,
32726,Eustis,
32751,Maitland,
32903,Indialantic,
33004,Dania,
33063,Pompano Beach,
33176,Miami,11,
33326,Fort Lauderdale,
33331,Fort Lauderdale,
33418,Palm Beach Gardens,
33446,Delray Beach,
33570,Ruskin,
33629,Tampa,0,
33703,Saint Petersburg,
33707,Saint Petersburg,
33815,Lakeland,
33847,Homeland,
33904,Cape Coral,
33935,Labelle,
34219,Parrish,
34473,Ocala,
34480,Ocala,
34683,Palm Harbor,
34785,Wildwood,
32053,Jennings,
32059,Lee,
32064,Live Oak,
32065,Orange Park,
32190,Seville,
2301,Tallahassee,-8,
32327,Crawfordville,
32408,Panama City,
32423,Bascom,
32430,Clarksville,
32449,Wewahitchka,
32464,Westville,
32530,Bagdad,
32608,Gainesville,
32631,Earleton,
32656,Keystone Heights,
32812,Orlando,7,
32830,Orlando,7,
32922,Cocoa,
32953,Merritt Island,
33034,Homestead,
33036,Islamorada,
33133,Miami,11,
33138,Miami,11,
33180,Miami,11,
33478,Jupiter,
33496,Boca Raton,
33584,Seffner,
33606,Tampa,0,
33607,Tampa,0,
33615,Tampa,0,
33744,Bay Pines,
33765,Clearwater,
33839,Eagle Lake,
33947,Rotonda West,
34231,Sarasota,3
